main/java/domain/InputOutput.java,Elena
main/java/domain/controller/data/UserDataController.java,Alexis
main/java/domain/controller/data/DataController.java,Alexis
main/java/domain/controller/GameController.java,Alexis
main/java/domain/controller/UserController.java,Oriol
main/java/domain/controller/StatController.java,Elena
main/java/domain/controller/DomainController.java,Oriol
main/java/domain/model/exceptions/FinishGameException.java,Alexis
main/java/domain/model/row/ControlRow.java,Elena
main/java/domain/model/row/ColorRow.java,Elena
main/java/domain/model/player/computer/GeneticComputer.java,Oriol
main/java/domain/model/player/computer/FiveGuessComputer.java,Elena
main/java/domain/model/player/computer/DummyComputer.java,Elena
main/java/domain/model/player/Player.java,Oriol
main/java/domain/model/player/UserPlayer.java,Oriol
main/java/domain/model/player/ComputerPlayer.java,Oriol
main/java/domain/model/Game.java,Alexis
main/java/domain/model/User.java,Oriol
main/java/presentation/TerminalApp.java,Elena
main/java/presentation/controller/TerminalController.java,Elena
main/java/presentation/utils/TerminalMenuBuilder.java,Alexis
main/java/presentation/model/TerminalInputOutput.java,Elena
main/java/presentation/Constants.java,Elena
main/java/persistence/utils/FileUtils.java,Alexis
main/java/persistence/utils/Base64Encoder.java,Alexis
main/java/persistence/model/UserDataModel.java,Alexis
main/java/persistence/model/GameDataModel.java,Alexis
main/java/persistence/model/StatDataModel.java,Alexis
main/java/persistence/DataModel.java,Alexis
main/java/MasterMind.java,Oriol
